Date,Store,Product,Category,Quantity,Unit,Reason,Value_Lost,Notes
2026-02-12,Store A - Downtown,Apples,Fresh Produce,1.39,kg,Expired,3.47,
2026-02-12,Store A - Downtown,Lettuce,Fresh Produce,1.24,kg,Quality Issues,2.23,
2026-02-12,Store A - Downtown,Milk,Dairy,5.09,kg,Expired,7.63,
2026-02-12,Store A - Downtown,Chicken,Meat,6.54,kg,Damaged,49.05,
2026-02-13,Store A - Downtown,Apples,Fresh Produce,2.83,kg,Expired,7.08,
2026-02-13,Store A - Downtown,Bananas,Fresh Produce,2.09,kg,Other,2.51,
2026-02-13,Store A - Downtown,Milk,Dairy,3.68,kg,Quality Issues,5.52,
2026-02-13,Store A - Downtown,Cheese,Dairy,7.27,kg,Damaged,36.35,
2026-02-14,Store A - Downtown,Apples,Fresh Produce,2.8,kg,Staff Error,7.0,
2026-02-14,Store A - Downtown,Bananas,Fresh Produce,0.5,kg,Customer Return,0.6,
2026-02-14,Store A - Downtown,Lettuce,Fresh Produce,6.15,kg,Other,11.07,
2026-02-14,Store A - Downtown,Cheese,Dairy,1.66,kg,Customer Return,8.3,
2026-02-14,Store A - Downtown,Yogurt,Dairy,3.97,kg,Quality Issues,7.94,
2026-02-15,Store A - Downtown,Apples,Fresh Produce,5.41,kg,Other,13.53,
2026-02-15,Store A - Downtown,Lettuce,Fresh Produce,6.07,kg,Overstock,10.93,
2026-02-15,Store A - Downtown,Tomatoes,Fresh Produce,1.98,kg,Damaged,4.36,
2026-02-15,Store A - Downtown,Milk,Dairy,6.33,kg,Customer Return,9.5,
2026-02-15,Store A - Downtown,Yogurt,Dairy,2.43,kg,Staff Error,4.86,
2026-02-15,Store A - Downtown,Chicken,Meat,2.35,kg,Expired,17.62,
2026-02-16,Store A - Downtown,Apples,Fresh Produce,6.0,kg,Other,15.0,
2026-02-16,Store A - Downtown,Bananas,Fresh Produce,4.87,kg,Staff Error,5.84,
2026-02-16,Store A - Downtown,Lettuce,Fresh Produce,4.89,kg,Overstock,8.8,
2026-02-16,Store A - Downtown,Tomatoes,Fresh Produce,2.72,kg,Other,5.98,
2026-02-16,Store A - Downtown,Chicken,Meat,3.7,kg,Other,27.75,
2026-02-17,Store A - Downtown,Apples,Fresh Produce,3.85,kg,Staff Error,9.62,
2026-02-17,Store A - Downtown,Lettuce,Fresh Produce,4.88,kg,Customer Return,8.78,
2026-02-17,Store A - Downtown,Cheese,Dairy,0.77,kg,Staff Error,3.85,
2026-02-17,Store A - Downtown,Chicken,Meat,0.91,kg,Overstock,6.83,
2026-02-18,Store A - Downtown,Apples,Fresh Produce,7.35,kg,Overstock,18.38,
2026-02-18,Store A - Downtown,Bananas,Fresh Produce,2.93,kg,Overstock,3.52,
2026-02-18,Store A - Downtown,Tomatoes,Fresh Produce,5.73,kg,Other,12.61,
2026-02-18,Store A - Downtown,Chicken,Meat,3.32,kg,Staff Error,24.9,
2026-02-19,Store A - Downtown,Apples,Fresh Produce,3.63,kg,Quality Issues,9.07,
2026-02-19,Store A - Downtown,Tomatoes,Fresh Produce,7.57,kg,Customer Return,16.65,
2026-02-19,Store A - Downtown,Milk,Dairy,0.65,kg,Expired,0.98,
2026-02-19,Store A - Downtown,Cheese,Dairy,2.02,kg,Other,10.1,
2026-02-19,Store A - Downtown,Yogurt,Dairy,5.79,kg,Damaged,11.58,
2026-02-19,Store A - Downtown,Chicken,Meat,2.68,kg,Quality Issues,20.1,
2026-02-20,Store A - Downtown,Bananas,Fresh Produce,0.82,kg,Quality Issues,0.98,
2026-02-20,Store A - Downtown,Tomatoes,Fresh Produce,7.48,kg,Customer Return,16.46,
2026-02-20,Store A - Downtown,Milk,Dairy,7.39,kg,Damaged,11.08,
2026-02-20,Store A - Downtown,Yogurt,Dairy,6.54,kg,Overstock,13.08,
2026-02-21,Store A - Downtown,Apples,Fresh Produce,3.13,kg,Quality Issues,7.82,
2026-02-21,Store A - Downtown,Chicken,Meat,7.57,kg,Other,56.78,
2026-02-22,Store A - Downtown,Lettuce,Fresh Produce,6.68,kg,Staff Error,12.02,
2026-02-22,Store A - Downtown,Cheese,Dairy,0.83,kg,Quality Issues,4.15,
2026-02-22,Store A - Downtown,Yogurt,Dairy,2.2,kg,Overstock,4.4,
2026-02-22,Store A - Downtown,Chicken,Meat,6.05,kg,Customer Return,45.38,
2026-02-23,Store A - Downtown,Bananas,Fresh Produce,5.88,kg,Damaged,7.06,
2026-02-23,Store A - Downtown,Tomatoes,Fresh Produce,2.41,kg,Overstock,5.3,
2026-02-23,Store A - Downtown,Milk,Dairy,6.41,kg,Overstock,9.62,
2026-02-23,Store A - Downtown,Cheese,Dairy,5.24,kg,Expired,26.2,
2026-02-23,Store A - Downtown,Yogurt,Dairy,1.23,kg,Damaged,2.46,
2026-02-23,Store A - Downtown,Chicken,Meat,2.57,kg,Overstock,19.27,
2026-02-24,Store A - Downtown,Apples,Fresh Produce,2.22,kg,Overstock,5.55,
2026-02-24,Store A - Downtown,Cheese,Dairy,1.06,kg,Damaged,5.3,
2026-02-24,Store A - Downtown,Yogurt,Dairy,1.4,kg,Overstock,2.8,
2026-02-25,Store A - Downtown,Apples,Fresh Produce,4.46,kg,Staff Error,11.15,
2026-02-25,Store A - Downtown,Lettuce,Fresh Produce,5.57,kg,Customer Return,10.03,
2026-02-25,Store A - Downtown,Chicken,Meat,2.89,kg,Overstock,21.68,
2026-02-26,Store A - Downtown,Apples,Fresh Produce,7.52,kg,Customer Return,18.8,
2026-02-26,Store A - Downtown,Bananas,Fresh Produce,2.52,kg,Customer Return,3.02,
2026-02-26,Store A - Downtown,Lettuce,Fresh Produce,7.11,kg,Damaged,12.8,
2026-02-26,Store A - Downtown,Milk,Dairy,3.98,kg,Customer Return,5.97,
2026-02-26,Store A - Downtown,Cheese,Dairy,5.63,kg,Other,28.15,
2026-02-26,Store A - Downtown,Yogurt,Dairy,7.0,kg,Customer Return,14.0,
2026-02-27,Store A - Downtown,Apples,Fresh Produce,4.18,kg,Staff Error,10.45,
2026-02-27,Store A - Downtown,Bananas,Fresh Produce,7.39,kg,Staff Error,8.87,
2026-02-27,Store A - Downtown,Milk,Dairy,6.17,kg,Staff Error,9.25,
2026-02-27,Store A - Downtown,Yogurt,Dairy,4.52,kg,Staff Error,9.04,
2026-02-27,Store A - Downtown,Chicken,Meat,1.6,kg,Expired,12.0,
2026-02-28,Store A - Downtown,Lettuce,Fresh Produce,6.82,kg,Staff Error,12.28,
2026-02-28,Store A - Downtown,Milk,Dairy,3.87,kg,Staff Error,5.8,
2026-02-28,Store A - Downtown,Yogurt,Dairy,7.47,kg,Damaged,14.94,
2026-02-28,Store A - Downtown,Chicken,Meat,7.36,kg,Customer Return,55.2,
2026-03-01,Store A - Downtown,Apples,Fresh Produce,6.23,kg,Quality Issues,15.58,
2026-03-01,Store A - Downtown,Bananas,Fresh Produce,2.11,kg,Staff Error,2.53,
2026-03-01,Store A - Downtown,Lettuce,Fresh Produce,3.13,kg,Other,5.63,
2026-03-01,Store A - Downtown,Milk,Dairy,6.66,kg,Quality Issues,9.99,
2026-03-01,Store A - Downtown,Cheese,Dairy,4.48,kg,Other,22.4,
2026-03-02,Store A - Downtown,Bananas,Fresh Produce,6.0,kg,Quality Issues,7.2,
2026-03-02,Store A - Downtown,Lettuce,Fresh Produce,3.62,kg,Quality Issues,6.52,
2026-03-02,Store A - Downtown,Milk,Dairy,7.73,kg,Overstock,11.6,
2026-03-02,Store A - Downtown,Chicken,Meat,4.42,kg,Customer Return,33.15,
2026-03-03,Store A - Downtown,Apples,Fresh Produce,2.08,kg,Overstock,5.2,
2026-03-03,Store A - Downtown,Bananas,Fresh Produce,6.76,kg,Damaged,8.11,
2026-03-03,Store A - Downtown,Lettuce,Fresh Produce,7.96,kg,Customer Return,14.33,
2026-03-03,Store A - Downtown,Cheese,Dairy,4.48,kg,Staff Error,22.4,
2026-03-03,Store A - Downtown,Yogurt,Dairy,2.37,kg,Overstock,4.74,
2026-03-04,Store A - Downtown,Tomatoes,Fresh Produce,0.87,kg,Customer Return,1.91,
2026-03-04,Store A - Downtown,Cheese,Dairy,7.78,kg,Expired,38.9,
2026-03-04,Store A - Downtown,Yogurt,Dairy,5.13,kg,Overstock,10.26,
2026-03-04,Store A - Downtown,Chicken,Meat,5.92,kg,Customer Return,44.4,
2026-03-05,Store A - Downtown,Bananas,Fresh Produce,4.53,kg,Quality Issues,5.44,
2026-03-05,Store A - Downtown,Lettuce,Fresh Produce,0.93,kg,Overstock,1.67,
2026-03-05,Store A - Downtown,Milk,Dairy,2.13,kg,Staff Error,3.19,
2026-03-05,Store A - Downtown,Cheese,Dairy,6.24,kg,Overstock,31.2,
2026-03-05,Store A - Downtown,Chicken,Meat,2.94,kg,Overstock,22.05,
2026-03-06,Store A - Downtown,Lettuce,Fresh Produce,2.87,kg,Expired,5.17,
2026-03-06,Store A - Downtown,Milk,Dairy,6.26,kg,Damaged,9.39,
2026-03-06,Store A - Downtown,Chicken,Meat,4.03,kg,Customer Return,30.23,
2026-03-07,Store A - Downtown,Bananas,Fresh Produce,6.92,kg,Damaged,8.3,
2026-03-07,Store A - Downtown,Lettuce,Fresh Produce,1.09,kg,Staff Error,1.96,
2026-03-07,Store A - Downtown,Tomatoes,Fresh Produce,7.05,kg,Damaged,15.51,
2026-03-07,Store A - Downtown,Cheese,Dairy,3.53,kg,Customer Return,17.65,
2026-03-07,Store A - Downtown,Chicken,Meat,5.18,kg,Overstock,38.85,
2026-03-08,Store A - Downtown,Lettuce,Fresh Produce,4.87,kg,Other,8.77,
2026-03-08,Store A - Downtown,Tomatoes,Fresh Produce,2.69,kg,Quality Issues,5.92,
2026-03-08,Store A - Downtown,Milk,Dairy,3.82,kg,Customer Return,5.73,
2026-03-08,Store A - Downtown,Yogurt,Dairy,4.23,kg,Damaged,8.46,
2026-03-08,Store A - Downtown,Chicken,Meat,2.8,kg,Damaged,21.0,
2026-03-09,Store A - Downtown,Apples,Fresh Produce,1.17,kg,Expired,2.92,
2026-03-09,Store A - Downtown,Bananas,Fresh Produce,7.65,kg,Damaged,9.18,
2026-03-09,Store A - Downtown,Lettuce,Fresh Produce,0.84,kg,Quality Issues,1.51,
2026-03-09,Store A - Downtown,Tomatoes,Fresh Produce,4.32,kg,Other,9.5,
2026-03-10,Store A - Downtown,Apples,Fresh Produce,4.4,kg,Expired,11.0,
2026-03-10,Store A - Downtown,Tomatoes,Fresh Produce,6.66,kg,Staff Error,14.65,
2026-03-10,Store A - Downtown,Cheese,Dairy,7.13,kg,Customer Return,35.65,
2026-03-11,Store A - Downtown,Apples,Fresh Produce,7.86,kg,Staff Error,19.65,
2026-03-11,Store A - Downtown,Bananas,Fresh Produce,6.46,kg,Staff Error,7.75,
2026-03-11,Store A - Downtown,Yogurt,Dairy,0.57,kg,Quality Issues,1.14,
2026-03-11,Store A - Downtown,Chicken,Meat,5.79,kg,Damaged,43.42,
2026-03-12,Store A - Downtown,Bananas,Fresh Produce,6.11,kg,Quality Issues,7.33,
2026-03-12,Store A - Downtown,Lettuce,Fresh Produce,4.85,kg,Customer Return,8.73,
2026-03-12,Store A - Downtown,Cheese,Dairy,0.96,kg,Expired,4.8,
2026-03-12,Store A - Downtown,Chicken,Meat,3.68,kg,Customer Return,27.6,
2026-03-13,Store A - Downtown,Apples,Fresh Produce,7.28,kg,Other,18.2,
2026-03-13,Store A - Downtown,Bananas,Fresh Produce,2.25,kg,Other,2.7,
2026-03-13,Store A - Downtown,Lettuce,Fresh Produce,2.26,kg,Damaged,4.07,
2026-03-13,Store A - Downtown,Tomatoes,Fresh Produce,6.93,kg,Customer Return,15.25,
2026-03-13,Store A - Downtown,Yogurt,Dairy,7.81,kg,Damaged,15.62,
2026-03-13,Store A - Downtown,Chicken,Meat,7.17,kg,Customer Return,53.77,
2026-03-14,Store A - Downtown,Tomatoes,Fresh Produce,3.51,kg,Staff Error,7.72,
2026-03-14,Store A - Downtown,Milk,Dairy,6.24,kg,Other,9.36,
2026-03-14,Store A - Downtown,Cheese,Dairy,2.13,kg,Quality Issues,10.65,
2026-03-14,Store A - Downtown,Chicken,Meat,5.47,kg,Staff Error,41.02,
2026-03-15,Store A - Downtown,Apples,Fresh Produce,1.77,kg,Quality Issues,4.42,
2026-03-15,Store A - Downtown,Bananas,Fresh Produce,7.79,kg,Damaged,9.35,
2026-03-15,Store A - Downtown,Tomatoes,Fresh Produce,2.82,kg,Customer Return,6.2,
2026-03-15,Store A - Downtown,Milk,Dairy,7.52,kg,Overstock,11.28,
2026-03-15,Store A - Downtown,Cheese,Dairy,0.7,kg,Overstock,3.5,
2026-03-15,Store A - Downtown,Chicken,Meat,4.93,kg,Other,36.97,
2026-03-16,Store A - Downtown,Lettuce,Fresh Produce,5.25,kg,Damaged,9.45,
2026-03-16,Store A - Downtown,Tomatoes,Fresh Produce,1.83,kg,Expired,4.03,
2026-03-16,Store A - Downtown,Milk,Dairy,7.85,kg,Staff Error,11.77,
2026-03-16,Store A - Downtown,Chicken,Meat,5.37,kg,Quality Issues,40.27,
2026-03-17,Store A - Downtown,Lettuce,Fresh Produce,7.45,kg,Overstock,13.41,
2026-03-17,Store A - Downtown,Tomatoes,Fresh Produce,1.29,kg,Expired,2.84,
2026-03-17,Store A - Downtown,Cheese,Dairy,2.61,kg,Overstock,13.05,
2026-03-17,Store A - Downtown,Chicken,Meat,6.96,kg,Quality Issues,52.2,
2026-03-18,Store A - Downtown,Bananas,Fresh Produce,1.47,kg,Other,1.76,
2026-03-18,Store A - Downtown,Yogurt,Dairy,1.2,kg,Overstock,2.4,
2026-03-18,Store A - Downtown,Chicken,Meat,6.62,kg,Expired,49.65,
2026-03-19,Store A - Downtown,Apples,Fresh Produce,1.92,kg,Damaged,4.8,
2026-03-19,Store A - Downtown,Tomatoes,Fresh Produce,7.17,kg,Expired,15.77,
2026-03-19,Store A - Downtown,Cheese,Dairy,6.69,kg,Customer Return,33.45,
2026-03-19,Store A - Downtown,Yogurt,Dairy,3.91,kg,Staff Error,7.82,
2026-03-20,Store A - Downtown,Apples,Fresh Produce,6.71,kg,Other,16.77,
2026-03-20,Store A - Downtown,Lettuce,Fresh Produce,4.81,kg,Expired,8.66,
2026-03-20,Store A - Downtown,Tomatoes,Fresh Produce,7.48,kg,Staff Error,16.46,
2026-03-20,Store A - Downtown,Milk,Dairy,3.23,kg,Overstock,4.84,
2026-03-20,Store A - Downtown,Yogurt,Dairy,7.85,kg,Expired,15.7,
2026-03-20,Store A - Downtown,Chicken,Meat,4.84,kg,Overstock,36.3,
2026-03-21,Store A - Downtown,Apples,Fresh Produce,6.74,kg,Damaged,16.85,
2026-03-21,Store A - Downtown,Tomatoes,Fresh Produce,3.14,kg,Other,6.91,
2026-03-21,Store A - Downtown,Milk,Dairy,5.49,kg,Other,8.23,
2026-03-21,Store A - Downtown,Chicken,Meat,4.03,kg,Expired,30.23,
2026-03-22,Store A - Downtown,Apples,Fresh Produce,1.98,kg,Staff Error,4.95,
2026-03-22,Store A - Downtown,Tomatoes,Fresh Produce,0.57,kg,Customer Return,1.25,
2026-03-22,Store A - Downtown,Chicken,Meat,4.22,kg,Quality Issues,31.65,
2026-03-23,Store A - Downtown,Apples,Fresh Produce,3.39,kg,Customer Return,8.47,
2026-03-23,Store A - Downtown,Bananas,Fresh Produce,0.59,kg,Expired,0.71,
2026-03-23,Store A - Downtown,Lettuce,Fresh Produce,7.11,kg,Expired,12.8,
2026-03-23,Store A - Downtown,Tomatoes,Fresh Produce,1.2,kg,Staff Error,2.64,
2026-03-23,Store A - Downtown,Cheese,Dairy,5.69,kg,Staff Error,28.45,
2026-03-24,Store A - Downtown,Yogurt,Dairy,1.6,kg,Overstock,3.2,
2026-03-24,Store A - Downtown,Chicken,Meat,5.99,kg,Overstock,44.93,
2026-03-25,Store A - Downtown,Apples,Fresh Produce,3.36,kg,Staff Error,8.4,
2026-03-25,Store A - Downtown,Bananas,Fresh Produce,1.65,kg,Staff Error,1.98,
2026-03-25,Store A - Downtown,Milk,Dairy,5.88,kg,Overstock,8.82,
2026-03-25,Store A - Downtown,Yogurt,Dairy,7.91,kg,Quality Issues,15.82,
2026-03-25,Store A - Downtown,Chicken,Meat,7.86,kg,Other,58.95,
2026-03-26,Store A - Downtown,Chicken,Meat,1.59,kg,Overstock,11.93,
2026-03-27,Store A - Downtown,Bananas,Fresh Produce,5.0,kg,Overstock,6.0,
2026-03-27,Store A - Downtown,Lettuce,Fresh Produce,2.34,kg,Other,4.21,
2026-03-27,Store A - Downtown,Tomatoes,Fresh Produce,1.36,kg,Customer Return,2.99,
2026-03-27,Store A - Downtown,Milk,Dairy,7.06,kg,Overstock,10.59,
2026-03-27,Store A - Downtown,Chicken,Meat,4.49,kg,Quality Issues,33.68,
2026-03-28,Store A - Downtown,Apples,Fresh Produce,7.41,kg,Customer Return,18.52,
2026-03-28,Store A - Downtown,Lettuce,Fresh Produce,7.39,kg,Overstock,13.3,
2026-03-28,Store A - Downtown,Cheese,Dairy,3.93,kg,Customer Return,19.65,
2026-03-28,Store A - Downtown,Chicken,Meat,1.82,kg,Other,13.65,
2026-03-29,Store A - Downtown,Apples,Fresh Produce,7.15,kg,Other,17.88,
2026-03-29,Store A - Downtown,Lettuce,Fresh Produce,7.5,kg,Damaged,13.5,
2026-03-29,Store A - Downtown,Milk,Dairy,5.59,kg,Expired,8.38,
2026-03-29,Store A - Downtown,Chicken,Meat,2.96,kg,Customer Return,22.2,
2026-03-30,Store A - Downtown,Bananas,Fresh Produce,4.47,kg,Staff Error,5.36,
2026-03-30,Store A - Downtown,Tomatoes,Fresh Produce,0.67,kg,Customer Return,1.47,
2026-03-30,Store A - Downtown,Milk,Dairy,2.23,kg,Overstock,3.34,
2026-03-30,Store A - Downtown,Cheese,Dairy,4.79,kg,Quality Issues,23.95,
2026-03-30,Store A - Downtown,Chicken,Meat,4.39,kg,Other,32.92,
2026-03-31,Store A - Downtown,Lettuce,Fresh Produce,5.41,kg,Staff Error,9.74,
2026-03-31,Store A - Downtown,Yogurt,Dairy,3.73,kg,Staff Error,7.46,
2026-03-31,Store A - Downtown,Chicken,Meat,6.03,kg,Overstock,45.23,
2026-04-01,Store A - Downtown,Apples,Fresh Produce,1.01,kg,Expired,2.52,
2026-04-01,Store A - Downtown,Bananas,Fresh Produce,7.33,kg,Other,8.8,
2026-04-01,Store A - Downtown,Cheese,Dairy,6.64,kg,Other,33.2,
2026-04-01,Store A - Downtown,Chicken,Meat,6.84,kg,Customer Return,51.3,
2026-04-02,Store A - Downtown,Apples,Fresh Produce,0.71,kg,Staff Error,1.77,
2026-04-02,Store A - Downtown,Tomatoes,Fresh Produce,3.09,kg,Damaged,6.8,
2026-04-02,Store A - Downtown,Cheese,Dairy,6.56,kg,Overstock,32.8,
2026-04-03,Store A - Downtown,Bananas,Fresh Produce,2.74,kg,Quality Issues,3.29,
2026-04-03,Store A - Downtown,Lettuce,Fresh Produce,1.44,kg,Other,2.59,
2026-04-03,Store A - Downtown,Milk,Dairy,0.54,kg,Damaged,0.81,
2026-04-04,Store A - Downtown,Apples,Fresh Produce,5.04,kg,Other,12.6,
2026-04-04,Store A - Downtown,Bananas,Fresh Produce,4.91,kg,Damaged,5.89,
2026-04-04,Store A - Downtown,Lettuce,Fresh Produce,6.75,kg,Customer Return,12.15,
2026-04-04,Store A - Downtown,Yogurt,Dairy,1.3,kg,Quality Issues,2.6,
2026-04-05,Store A - Downtown,Bananas,Fresh Produce,6.78,kg,Damaged,8.14,
2026-04-05,Store A - Downtown,Tomatoes,Fresh Produce,4.9,kg,Customer Return,10.78,
2026-04-05,Store A - Downtown,Milk,Dairy,7.88,kg,Overstock,11.82,
2026-04-05,Store A - Downtown,Cheese,Dairy,7.81,kg,Expired,39.05,
2026-04-05,Store A - Downtown,Yogurt,Dairy,0.62,kg,Staff Error,1.24,
2026-04-05,Store A - Downtown,Chicken,Meat,4.07,kg,Staff Error,30.53,
2026-04-06,Store A - Downtown,Bananas,Fresh Produce,1.45,kg,Expired,1.74,
2026-04-06,Store A - Downtown,Lettuce,Fresh Produce,5.78,kg,Other,10.4,
2026-04-06,Store A - Downtown,Cheese,Dairy,1.03,kg,Other,5.15,
2026-04-06,Store A - Downtown,Chicken,Meat,4.5,kg,Staff Error,33.75,
2026-04-07,Store A - Downtown,Apples,Fresh Produce,4.93,kg,Customer Return,12.32,
2026-04-08,Store A - Downtown,Apples,Fresh Produce,2.08,kg,Damaged,5.2,
2026-04-08,Store A - Downtown,Lettuce,Fresh Produce,0.68,kg,Customer Return,1.22,
2026-04-08,Store A - Downtown,Milk,Dairy,3.08,kg,Staff Error,4.62,
2026-04-08,Store A - Downtown,Cheese,Dairy,5.31,kg,Customer Return,26.55,
2026-04-08,Store A - Downtown,Yogurt,Dairy,4.41,kg,Expired,8.82,
2026-04-08,Store A - Downtown,Chicken,Meat,6.45,kg,Quality Issues,48.38,
2026-04-09,Store A - Downtown,Tomatoes,Fresh Produce,2.41,kg,Staff Error,5.3,
2026-04-09,Store A - Downtown,Milk,Dairy,5.09,kg,Customer Return,7.63,
2026-04-10,Store A - Downtown,Apples,Fresh Produce,2.18,kg,Other,5.45,
2026-04-10,Store A - Downtown,Bananas,Fresh Produce,7.23,kg,Customer Return,8.68,
2026-04-10,Store A - Downtown,Lettuce,Fresh Produce,1.76,kg,Staff Error,3.17,
2026-04-10,Store A - Downtown,Milk,Dairy,3.93,kg,Expired,5.9,
2026-04-10,Store A - Downtown,Cheese,Dairy,4.34,kg,Expired,21.7,
2026-04-10,Store A - Downtown,Chicken,Meat,6.13,kg,Customer Return,45.98,
2026-04-11,Store A - Downtown,Apples,Fresh Produce,2.19,kg,Quality Issues,5.47,
2026-04-11,Store A - Downtown,Bananas,Fresh Produce,1.4,kg,Expired,1.68,
2026-04-11,Store A - Downtown,Tomatoes,Fresh Produce,7.51,kg,Damaged,16.52,
2026-04-11,Store A - Downtown,Milk,Dairy,1.2,kg,Expired,1.8,
2026-04-11,Store A - Downtown,Yogurt,Dairy,2.52,kg,Damaged,5.04,
2026-04-12,Store A - Downtown,Bananas,Fresh Produce,7.72,kg,Expired,9.26,
2026-04-12,Store A - Downtown,Tomatoes,Fresh Produce,0.65,kg,Other,1.43,
2026-04-12,Store A - Downtown,Chicken,Meat,5.18,kg,Customer Return,38.85,
2026-04-13,Store A - Downtown,Lettuce,Fresh Produce,7.63,kg,Expired,13.73,
2026-04-13,Store A - Downtown,Cheese,Dairy,6.83,kg,Customer Return,34.15,
2026-04-14,Store A - Downtown,Apples,Fresh Produce,7.26,kg,Staff Error,18.15,
2026-04-14,Store A - Downtown,Bananas,Fresh Produce,0.92,kg,Customer Return,1.1,
2026-04-14,Store A - Downtown,Lettuce,Fresh Produce,1.05,kg,Customer Return,1.89,
2026-04-14,Store A - Downtown,Tomatoes,Fresh Produce,7.31,kg,Damaged,16.08,
2026-04-14,Store A - Downtown,Milk,Dairy,7.45,kg,Staff Error,11.18,
2026-04-14,Store A - Downtown,Yogurt,Dairy,4.57,kg,Quality Issues,9.14,
2026-04-14,Store A - Downtown,Chicken,Meat,2.41,kg,Customer Return,18.08,
2026-04-15,Store A - Downtown,Apples,Fresh Produce,0.97,kg,Expired,2.42,
2026-04-15,Store A - Downtown,Bananas,Fresh Produce,4.73,kg,Staff Error,5.68,
2026-04-15,Store A - Downtown,Lettuce,Fresh Produce,1.19,kg,Quality Issues,2.14,
2026-04-15,Store A - Downtown,Chicken,Meat,1.42,kg,Overstock,10.65,
2026-04-16,Store A - Downtown,Apples,Fresh Produce,2.0,kg,Overstock,5.0,
2026-04-16,Store A - Downtown,Bananas,Fresh Produce,4.29,kg,Staff Error,5.15,
2026-04-16,Store A - Downtown,Tomatoes,Fresh Produce,5.2,kg,Expired,11.44,
2026-04-16,Store A - Downtown,Milk,Dairy,2.43,kg,Quality Issues,3.65,
2026-04-16,Store A - Downtown,Yogurt,Dairy,4.08,kg,Customer Return,8.16,
2026-04-16,Store A - Downtown,Chicken,Meat,0.75,kg,Quality Issues,5.62,
2026-04-17,Store A - Downtown,Tomatoes,Fresh Produce,0.65,kg,Expired,1.43,
2026-04-17,Store A - Downtown,Milk,Dairy,1.83,kg,Overstock,2.75,
2026-04-17,Store A - Downtown,Cheese,Dairy,1.0,kg,Staff Error,5.0,
2026-04-17,Store A - Downtown,Chicken,Meat,1.65,kg,Customer Return,12.38,
2026-04-18,Store A - Downtown,Apples,Fresh Produce,7.63,kg,Customer Return,19.07,
2026-04-18,Store A - Downtown,Bananas,Fresh Produce,3.41,kg,Damaged,4.09,
2026-04-18,Store A - Downtown,Lettuce,Fresh Produce,4.26,kg,Customer Return,7.67,
2026-04-18,Store A - Downtown,Tomatoes,Fresh Produce,1.97,kg,Customer Return,4.33,
