Date,Store,Product,Category,Quantity,Unit,Reason,Value_Lost,Notes
2026-04-02,Store A - Downtown,Tomatoes,Fresh Produce,2.2,kg,Damaged,4.69,
2026-04-03,Store A - Downtown,Tomatoes,Fresh Produce,9.59,kg,Expired,22.52,
2026-04-03,Store A - Downtown,Bread,Bakery,1.55,pcs,Expired,4.56,
2026-04-03,Store A - Downtown,Beef,Meat,1.56,kg,Overstock,16.45,
2026-04-03,Store A - Downtown,Cheese,Dairy,0.85,kg,Damaged,4.44,
2026-04-03,Store A - Downtown,Bananas,Fresh Produce,8.99,kg,Quality Issues,10.06,
2026-04-03,Store A - Downtown,Carrots,Fresh Produce,2.54,kg,Damaged,3.06,
2026-04-04,Store A - Downtown,Tomatoes,Fresh Produce,2.81,kg,Expired,6.99,
2026-04-04,Store A - Downtown,Beef,Meat,5.53,kg,Staff Error,50.94,
2026-04-05,Store A - Downtown,Cheese,Dairy,4.13,kg,Expired,16.72,
2026-04-05,Store A - Downtown,Beef,Meat,4.55,kg,Overstock,40.39,
2026-04-05,Store A - Downtown,Butter,Dairy,1.08,kg,Staff Error,3.98,
2026-04-05,Store A - Downtown,Milk,Dairy,7.75,kg,Overstock,13.74,
2026-04-05,Store A - Downtown,Chicken,Meat,5.07,kg,Expired,36.15,
2026-04-05,Store A - Downtown,Bread,Bakery,9.91,pcs,Expired,24.49,
2026-04-06,Store A - Downtown,Yogurt,Dairy,2.02,kg,Quality Issues,3.28,
2026-04-06,Store A - Downtown,Lettuce,Fresh Produce,9.26,kg,Expired,19.35,
2026-04-06,Store A - Downtown,Apples,Fresh Produce,2.78,kg,Overstock,5.9,
2026-04-06,Store A - Downtown,Beef,Meat,1.9,kg,Overstock,19.38,
2026-04-07,Store A - Downtown,Muffins,Bakery,5.96,pcs,Customer Return,16.97,
2026-04-07,Store A - Downtown,Salmon,Meat,4.95,kg,Quality Issues,47.79,
2026-04-07,Store A - Downtown,Bread,Bakery,3.31,pcs,Expired,9.31,
2026-04-07,Store A - Downtown,Chicken,Meat,8.09,kg,Expired,52.46,
2026-04-08,Store A - Downtown,Tomatoes,Fresh Produce,4.61,kg,Expired,8.44,
2026-04-08,Store A - Downtown,Carrots,Fresh Produce,1.18,kg,Damaged,2.06,
2026-04-08,Store A - Downtown,Bananas,Fresh Produce,9.3,kg,Damaged,9.53,
2026-04-08,Store A - Downtown,Cheese,Dairy,4.11,kg,Staff Error,17.08,
2026-04-08,Store A - Downtown,Muffins,Bakery,10.41,pcs,Expired,33.74,
2026-04-08,Store A - Downtown,Milk,Dairy,3.43,kg,Overstock,4.61,
2026-04-09,Store A - Downtown,Bread,Bakery,8.67,pcs,Expired,26.25,
2026-04-09,Store A - Downtown,Cheese,Dairy,1.35,kg,Overstock,5.73,
2026-04-09,Store A - Downtown,Chicken,Meat,6.53,kg,Damaged,58.13,
2026-04-10,Store A - Downtown,Salmon,Meat,9.65,kg,Staff Error,135.46,
2026-04-10,Store A - Downtown,Bread,Bakery,3.29,pcs,Expired,10.42,
2026-04-10,Store A - Downtown,Yogurt,Dairy,2.09,kg,Overstock,4.98,
2026-04-10,Store A - Downtown,Muffins,Bakery,3.46,pcs,Damaged,11.91,
2026-04-10,Store A - Downtown,Bananas,Fresh Produce,8.32,kg,Staff Error,10.51,
2026-04-10,Store A - Downtown,Beef,Meat,2.17,kg,Quality Issues,23.95,
2026-04-11,Store A - Downtown,Bread,Bakery,11.76,pcs,Damaged,38.92,
2026-04-11,Store A - Downtown,Salmon,Meat,5.24,kg,Quality Issues,66.27,
2026-04-11,Store A - Downtown,Cheese,Dairy,4.44,kg,Overstock,23.41,
2026-04-11,Store A - Downtown,Chicken,Meat,10.45,kg,Damaged,89.32,
2026-04-11,Store A - Downtown,Carrots,Fresh Produce,0.71,kg,Expired,1.16,
2026-04-11,Store A - Downtown,Tomatoes,Fresh Produce,9.38,kg,Customer Return,18.78,
2026-04-12,Store A - Downtown,Apples,Fresh Produce,5.84,kg,Customer Return,14.54,
2026-04-12,Store A - Downtown,Chicken,Meat,10.57,kg,Expired,92.63,
2026-04-12,Store A - Downtown,Tomatoes,Fresh Produce,7.45,kg,Damaged,16.93,
2026-04-13,Store A - Downtown,Cheese,Dairy,1.06,kg,Quality Issues,6.26,
2026-04-13,Store A - Downtown,Oranges,Fresh Produce,4.0,kg,Expired,8.46,
2026-04-14,Store A - Downtown,Butter,Dairy,0.47,kg,Expired,1.74,
2026-04-14,Store A - Downtown,Tomatoes,Fresh Produce,4.54,kg,Expired,10.17,
2026-04-14,Store A - Downtown,Bananas,Fresh Produce,9.41,kg,Quality Issues,11.17,
2026-04-14,Store A - Downtown,Apples,Fresh Produce,4.41,kg,Quality Issues,11.79,
2026-04-14,Store A - Downtown,Beef,Meat,3.4,kg,Expired,31.14,
2026-04-15,Store A - Downtown,Tomatoes,Fresh Produce,8.0,kg,Expired,20.84,
2026-04-15,Store A - Downtown,Butter,Dairy,1.14,kg,Expired,3.88,
2026-04-15,Store A - Downtown,Cheese,Dairy,1.82,kg,Quality Issues,8.08,
2026-04-15,Store A - Downtown,Milk,Dairy,10.11,kg,Expired,17.77,
2026-04-15,Store A - Downtown,Bread,Bakery,1.94,pcs,Staff Error,4.51,
2026-04-15,Store A - Downtown,Oranges,Fresh Produce,5.3,kg,Quality Issues,11.0,
2026-04-16,Store A - Downtown,Apples,Fresh Produce,3.9,kg,Overstock,10.26,
2026-04-16,Store A - Downtown,Tomatoes,Fresh Produce,11.67,kg,Other,25.88,
2026-04-17,Store A - Downtown,Muffins,Bakery,9.06,pcs,Other,26.48,
2026-04-17,Store A - Downtown,Bananas,Fresh Produce,2.53,kg,Damaged,2.9,
2026-04-18,Store A - Downtown,Cheese,Dairy,2.35,kg,Expired,12.47,
2026-04-18,Store A - Downtown,Salmon,Meat,8.56,kg,Expired,95.96,
2026-04-18,Store A - Downtown,Oranges,Fresh Produce,5.47,kg,Quality Issues,11.26,
2026-04-19,Store A - Downtown,Yogurt,Dairy,4.47,kg,Staff Error,7.41,
2026-04-19,Store A - Downtown,Bananas,Fresh Produce,3.73,kg,Expired,5.13,
2026-04-20,Store A - Downtown,Apples,Fresh Produce,4.06,kg,Overstock,8.14,
2026-04-20,Store A - Downtown,Chicken,Meat,8.73,kg,Expired,75.99,
2026-04-20,Store A - Downtown,Lettuce,Fresh Produce,10.3,kg,Customer Return,20.45,
2026-04-20,Store A - Downtown,Muffins,Bakery,3.23,pcs,Damaged,10.5,
2026-04-20,Store A - Downtown,Butter,Dairy,1.11,kg,Overstock,3.63,
2026-04-21,Store A - Downtown,Oranges,Fresh Produce,4.78,kg,Overstock,9.85,
2026-04-21,Store A - Downtown,Bananas,Fresh Produce,6.07,kg,Damaged,5.98,
2026-04-21,Store A - Downtown,Chicken,Meat,8.5,kg,Expired,72.93,
2026-04-21,Store A - Downtown,Bread,Bakery,10.03,pcs,Damaged,31.98,
2026-04-21,Store A - Downtown,Yogurt,Dairy,4.19,kg,Expired,9.19,
2026-04-21,Store A - Downtown,Beef,Meat,5.98,kg,Expired,53.7,
2026-04-22,Store A - Downtown,Butter,Dairy,0.4,kg,Damaged,1.6,
2026-04-22,Store A - Downtown,Carrots,Fresh Produce,1.22,kg,Damaged,1.48,
2026-04-22,Store A - Downtown,Bread,Bakery,3.85,pcs,Damaged,10.34,
2026-04-22,Store A - Downtown,Cheese,Dairy,4.43,kg,Overstock,25.52,
2026-04-22,Store A - Downtown,Yogurt,Dairy,5.2,kg,Expired,8.39,
2026-04-23,Store A - Downtown,Oranges,Fresh Produce,1.37,kg,Overstock,2.5,
2026-04-23,Store A - Downtown,Milk,Dairy,3.36,kg,Damaged,5.54,
2026-04-23,Store A - Downtown,Carrots,Fresh Produce,0.95,kg,Overstock,1.4,
2026-04-24,Store A - Downtown,Salmon,Meat,4.99,kg,Customer Return,50.35,
2026-04-24,Store A - Downtown,Cheese,Dairy,5.77,kg,Expired,27.26,
2026-04-24,Store A - Downtown,Muffins,Bakery,7.87,pcs,Quality Issues,20.24,
2026-04-25,Store A - Downtown,Lettuce,Fresh Produce,2.31,kg,Quality Issues,3.39,
2026-04-25,Store A - Downtown,Carrots,Fresh Produce,2.72,kg,Other,4.35,
2026-04-25,Store A - Downtown,Bananas,Fresh Produce,11.83,kg,Quality Issues,11.61,
2026-04-25,Store A - Downtown,Beef,Meat,0.52,kg,Expired,5.1,
2026-04-25,Store A - Downtown,Milk,Dairy,8.05,kg,Damaged,12.93,
2026-04-26,Store A - Downtown,Carrots,Fresh Produce,1.11,kg,Expired,1.99,
2026-04-26,Store A - Downtown,Milk,Dairy,3.92,kg,Overstock,4.8,
2026-04-26,Store A - Downtown,Tomatoes,Fresh Produce,2.2,kg,Overstock,5.1,
2026-04-26,Store A - Downtown,Oranges,Fresh Produce,4.24,kg,Expired,10.12,
2026-04-26,Store A - Downtown,Apples,Fresh Produce,3.57,kg,Staff Error,7.73,
2026-04-27,Store A - Downtown,Muffins,Bakery,9.35,pcs,Damaged,22.62,
2026-04-27,Store A - Downtown,Carrots,Fresh Produce,0.69,kg,Expired,1.18,
2026-04-27,Store A - Downtown,Cheese,Dairy,2.09,kg,Expired,9.84,
2026-04-28,Store A - Downtown,Carrots,Fresh Produce,2.81,kg,Overstock,4.33,
2026-04-28,Store A - Downtown,Muffins,Bakery,6.49,pcs,Overstock,20.92,
2026-04-28,Store A - Downtown,Bananas,Fresh Produce,1.61,kg,Customer Return,1.83,
2026-04-29,Store A - Downtown,Oranges,Fresh Produce,2.56,kg,Expired,4.95,
2026-04-29,Store A - Downtown,Muffins,Bakery,3.07,pcs,Customer Return,8.6,
2026-04-29,Store A - Downtown,Milk,Dairy,11.59,kg,Overstock,19.17,
2026-04-29,Store A - Downtown,Cheese,Dairy,5.71,kg,Expired,29.32,
2026-04-30,Store A - Downtown,Apples,Fresh Produce,5.07,kg,Expired,13.94,
2026-04-30,Store A - Downtown,Yogurt,Dairy,1.73,kg,Expired,2.84,
2026-04-30,Store A - Downtown,Bananas,Fresh Produce,7.65,kg,Damaged,8.34,
2026-04-30,Store A - Downtown,Chicken,Meat,1.57,kg,Overstock,13.27,
2026-05-01,Store A - Downtown,Butter,Dairy,1.54,kg,Damaged,6.17,
2026-05-01,Store A - Downtown,Bread,Bakery,10.38,pcs,Overstock,32.89,
2026-05-01,Store A - Downtown,Carrots,Fresh Produce,0.55,kg,Quality Issues,0.77,
2026-05-01,Store A - Downtown,Apples,Fresh Produce,5.27,kg,Damaged,10.83,
2026-05-01,Store A - Downtown,Milk,Dairy,5.85,kg,Quality Issues,8.78,
